Date,Exercise,Set #,Reps,Weight,Duration
"Friday, April 17, 2026",Goblet Squats,1,10,50,
"Friday, April 17, 2026",Goblet Squats,2,10,50,
"Monday, March 23, 2026",Goblet Squats,1,12,48,
"Monday, March 23, 2026",Goblet Squats,2,12,48,
"Monday, March 16, 2026",Goblet Squats,1,12,69,
"Monday, March 16, 2026",Goblet Squats,2,12,69,
"Monday, March 9, 2026",Goblet Squats,1,12,69,
"Monday, March 9, 2026",Goblet Squats,2,12,69,
"Monday, March 2, 2026",Goblet Squats,1,12,68,
"Monday, March 2, 2026",Goblet Squats,2,12,69,
"Monday, February 23, 2026",Goblet Squats,1,12,68,
"Monday, February 23, 2026",Goblet Squats,2,12,68,
"Monday, April 20, 2026",Bench,1,7,115,
"Monday, April 20, 2026",Bench,2,7,115,
"Monday, April 20, 2026",Bench,3,7,115,
"Monday, April 13, 2026",Bench,1,7,115,
"Monday, April 13, 2026",Bench,2,7,115,
"Monday, April 13, 2026",Bench,3,7,115,
"Tuesday, March 31, 2026",Bench,1,7,115,
"Tuesday, March 31, 2026",Bench,2,7,115,
"Tuesday, March 31, 2026",Bench,3,15,95,
"Tuesday, March 31, 2026",Bench,4,15,95,
"Tuesday, March 17, 2026",Bench,1,7,112,
"Tuesday, March 17, 2026",Bench,2,7,112,
"Tuesday, March 17, 2026",Bench,3,15,91,
"Tuesday, March 17, 2026",Bench,4,15,91,
"Tuesday, March 10, 2026",Bench,1,7,112,
"Tuesday, March 10, 2026",Bench,2,7,112,
"Tuesday, March 10, 2026",Bench,3,15,89,
"Tuesday, March 10, 2026",Bench,4,15,89,
"Tuesday, March 3, 2026",Bench,1,7,109,
"Tuesday, March 3, 2026",Bench,2,7,111,
"Tuesday, March 3, 2026",Bench,3,15,88,
"Tuesday, March 3, 2026",Bench,4,15,88,
"Tuesday, February 24, 2026",Bench,1,7,112,
"Tuesday, February 24, 2026",Bench,2,7,110,
"Tuesday, February 24, 2026",Bench,3,15,87,
"Tuesday, February 24, 2026",Bench,4,15,87,
"Tuesday, February 17, 2026",Bench,1,7,110,
"Tuesday, February 17, 2026",Bench,2,7,110,
"Tuesday, February 17, 2026",Bench,3,15,90,
"Tuesday, February 17, 2026",Bench,4,15,90,
"Monday, February 9, 2026",Bench,1,5,113,
"Monday, February 9, 2026",Bench,2,5,114,
"Monday, February 9, 2026",Bench,3,5,115,
"Monday, February 9, 2026",Bench,4,5,116,
"Monday, February 9, 2026",Bench,5,5,117,
"Monday, February 2, 2026",Bench,1,5,109,
"Monday, February 2, 2026",Bench,2,5,110,
"Monday, February 2, 2026",Bench,3,5,111,
"Monday, February 2, 2026",Bench,4,5,112,
"Monday, February 2, 2026",Bench,5,5,113,
"Monday, January 26, 2026",Bench,1,5,108,
"Monday, January 26, 2026",Bench,2,5,109,
"Monday, January 26, 2026",Bench,3,5,111,
"Monday, January 26, 2026",Bench,4,5,109,
"Monday, January 26, 2026",Bench,5,5,109,
"Monday, January 19, 2026",Bench,1,5,106,
"Monday, January 19, 2026",Bench,2,5,106,
"Monday, January 19, 2026",Bench,3,5,107,
"Monday, January 19, 2026",Bench,4,5,107,
"Monday, January 19, 2026",Bench,5,5,107,
"Monday, January 12, 2026",Bench,1,5,102,
"Monday, January 12, 2026",Bench,2,5,102,
"Monday, January 12, 2026",Bench,3,5,104,
"Monday, January 12, 2026",Bench,4,5,104,
"Monday, January 12, 2026",Bench,5,5,105,
"Monday, January 5, 2026",Bench,1,5,123,
"Monday, January 5, 2026",Bench,2,5,105,
"Monday, January 5, 2026",Bench,3,5,105,
"Monday, January 5, 2026",Bench,4,5,100,
"Monday, January 5, 2026",Bench,5,5,100,
"Monday, December 29, 2025",Bench,1,5,120,
"Monday, December 29, 2025",Bench,2,5,1211,
"Monday, December 29, 2025",Bench,3,5,122,
"Monday, December 29, 2025",Bench,4,5,123,
"Monday, December 29, 2025",Bench,5,5,123,
"Monday, December 22, 2025",Bench,1,5,116,
"Monday, December 22, 2025",Bench,2,5,117,
"Monday, December 22, 2025",Bench,3,5,118,
"Monday, December 22, 2025",Bench,4,5,119,
"Monday, December 22, 2025",Bench,5,5,120,
"Monday, December 15, 2025",Bench,1,5,112,
"Monday, December 15, 2025",Bench,2,5,113,
"Monday, December 15, 2025",Bench,3,5,114,
"Monday, December 15, 2025",Bench,4,5,115,
"Monday, December 15, 2025",Bench,5,5,116,
"Monday, December 8, 2025",Bench,1,5,108,
"Monday, December 8, 2025",Bench,2,5,109,
"Monday, December 8, 2025",Bench,3,5,110,
"Monday, December 8, 2025",Bench,4,5,111,
"Monday, December 8, 2025",Bench,5,5,112,
"Monday, December 1, 2025",Bench,1,5,105,
"Monday, December 1, 2025",Bench,2,5,105,
"Monday, December 1, 2025",Bench,3,5,107,
"Monday, December 1, 2025",Bench,4,5,108,
"Monday, December 1, 2025",Bench,5,5,108,
"Monday, November 24, 2025",Bench,1,5,102,
"Monday, November 24, 2025",Bench,2,5,103,
"Monday, November 24, 2025",Bench,3,5,103,
"Monday, November 24, 2025",Bench,4,5,103,
"Monday, November 24, 2025",Bench,5,5,103,
"Monday, November 17, 2025",Bench,1,8,101,
"Monday, November 17, 2025",Bench,2,8,102,
"Monday, November 17, 2025",Bench,3,8,102,
"Monday, November 17, 2025",Bench,4,8,102,
"Monday, November 10, 2025",Bench,1,8,100,
"Monday, November 10, 2025",Bench,2,8,101,
"Monday, November 10, 2025",Bench,3,8,101,
"Monday, November 10, 2025",Bench,4,8,101,
"Monday, November 3, 2025",Bench,1,8,87,
"Monday, November 3, 2025",Bench,2,8,92,
"Monday, November 3, 2025",Bench,3,8,96,
"Monday, November 3, 2025",Bench,4,8,100,
"Monday, October 27, 2025",Bench,1,12,85,
"Monday, October 27, 2025",Bench,2,12,86,
"Monday, October 27, 2025",Bench,3,10,87,
"Monday, October 20, 2025",Bench,1,12,82,
"Monday, October 20, 2025",Bench,2,12,84,
"Monday, October 20, 2025",Bench,3,12,85,
"Monday, October 13, 2025",Bench,1,12,80,
"Monday, October 13, 2025",Bench,2,12,81,
"Monday, October 13, 2025",Bench,3,12,82,
"Monday, October 6, 2025",Bench,1,10,69,
"Monday, October 6, 2025",Bench,2,12,75,
"Monday, October 6, 2025",Bench,3,12,80,
"Tuesday, March 31, 2026",90 90 Stretch,1,15,,
"Tuesday, March 31, 2026",90 90 Stretch,2,15,,
"Tuesday, March 17, 2026",90 90 Stretch,1,15,,
"Tuesday, March 17, 2026",90 90 Stretch,2,15,,
"Tuesday, March 10, 2026",90 90 Stretch,1,15,,
"Tuesday, March 10, 2026",90 90 Stretch,2,15,,
"Tuesday, March 3, 2026",90 90 Stretch,1,15,,
"Tuesday, March 3, 2026",90 90 Stretch,2,15,,
"Tuesday, February 24, 2026",90 90 Stretch,1,15,,
"Tuesday, February 24, 2026",90 90 Stretch,2,15,,
"Tuesday, February 17, 2026",90 90 Stretch,1,15,,
"Tuesday, February 17, 2026",90 90 Stretch,2,15,,
"Monday, February 16, 2026",90 90 Stretch,1,10,,
"Monday, February 16, 2026",90 90 Stretch,2,10,,
"Monday, February 9, 2026",90 90 Stretch,1,15,,
"Monday, February 9, 2026",90 90 Stretch,2,15,,
"Monday, February 2, 2026",90 90 Stretch,1,15,,
"Monday, February 2, 2026",90 90 Stretch,2,15,,
"Monday, January 26, 2026",90 90 Stretch,1,15,,
"Monday, January 26, 2026",90 90 Stretch,2,15,,
"Monday, January 19, 2026",90 90 Stretch,1,15,,
"Monday, January 19, 2026",90 90 Stretch,2,15,,
"Monday, January 12, 2026",90 90 Stretch,1,15,,
"Monday, January 12, 2026",90 90 Stretch,2,15,,
"Monday, January 5, 2026",90 90 Stretch,1,15,,
"Monday, January 5, 2026",90 90 Stretch,2,15,,
"Monday, December 29, 2025",90 90 Stretch,1,15,,
"Monday, December 29, 2025",90 90 Stretch,2,15,,
"Friday, December 26, 2025",90 90 Stretch,1,15,,
"Friday, December 26, 2025",90 90 Stretch,2,15,,
"Tuesday, December 23, 2025",90 90 Stretch,1,15,,
"Tuesday, December 23, 2025",90 90 Stretch,2,15,,
"Monday, December 22, 2025",90 90 Stretch,1,15,,
"Monday, December 22, 2025",90 90 Stretch,2,15,,
"Friday, December 19, 2025",90 90 Stretch,1,15,,
"Friday, December 19, 2025",90 90 Stretch,2,15,,
"Tuesday, December 16, 2025",90 90 Stretch,1,10,,
"Tuesday, December 16, 2025",90 90 Stretch,2,10,,
"Monday, December 15, 2025",90 90 Stretch,1,15,,
"Friday, December 12, 2025",90 90 Stretch,2,15,,
"Friday, December 12, 2025",90 90 Stretch,1,15,,
"Tuesday, December 9, 2025",90 90 Stretch,2,15,,
"Tuesday, December 9, 2025",90 90 Stretch,1,15,,
"Monday, December 8, 2025",90 90 Stretch,2,15,,
"Friday, December 5, 2025",90 90 Stretch,1,15,,
"Friday, December 5, 2025",90 90 Stretch,2,15,,
"Tuesday, December 2, 2025",90 90 Stretch,1,15,,
"Tuesday, December 2, 2025",90 90 Stretch,2,15,,
"Monday, December 1, 2025",90 90 Stretch,1,15,,
"Monday, December 1, 2025",90 90 Stretch,2,15,,
"Friday, November 28, 2025",90 90 Stretch,1,15,,
"Friday, November 28, 2025",90 90 Stretch,2,15,,
"Friday, November 21, 2025",90 90 Stretch,1,15,,
"Friday, November 21, 2025",90 90 Stretch,2,15,,
"Friday, November 14, 2025",90 90 Stretch,1,15,,
"Friday, November 14, 2025",90 90 Stretch,2,15,,
"Friday, November 7, 2025",90 90 Stretch,1,15,,
"Friday, November 7, 2025",90 90 Stretch,2,15,,
"Friday, October 31, 2025",90 90 Stretch,1,15,,
"Friday, October 31, 2025",90 90 Stretch,2,15,,
"Friday, October 24, 2025",90 90 Stretch,1,15,,
"Friday, October 24, 2025",90 90 Stretch,2,15,,
"Friday, October 17, 2025",90 90 Stretch,1,15,,
"Friday, October 17, 2025",90 90 Stretch,2,15,,
"Friday, November 28, 2025",Bird Dog,1,,,60s
"Friday, November 28, 2025",Bird Dog,2,,,60s
"Friday, November 21, 2025",Bird Dog,1,,,60s
"Friday, November 21, 2025",Bird Dog,2,,,60s
"Friday, November 14, 2025",Bird Dog,1,,,60s
"Friday, November 14, 2025",Bird Dog,2,,,60s
"Friday, November 7, 2025",Bird Dog,1,,,60s
"Friday, November 7, 2025",Bird Dog,2,,,60s
"Friday, October 31, 2025",Bird Dog,1,,,60s
"Friday, October 31, 2025",Bird Dog,2,,,60s
"Friday, October 24, 2025",Bird Dog,1,,,60s
"Friday, October 24, 2025",Bird Dog,2,,,60s
"Friday, October 17, 2025",Bird Dog,1,,,60s
"Friday, October 17, 2025",Bird Dog,2,,,60s
"Friday, October 10, 2025",Bird Dog,1,,,60s
"Friday, October 10, 2025",Bird Dog,2,,,60s
"Monday, March 23, 2026",Cable Rear Delt Fly,1,15,16,
"Monday, March 23, 2026",Cable Rear Delt Fly,2,15,16,
"Monday, March 23, 2026",Cable Rear Delt Fly,3,15,16,
"Monday, March 16, 2026",Cable Rear Delt Fly,1,15,14,
"Monday, March 16, 2026",Cable Rear Delt Fly,2,15,14,
"Monday, March 16, 2026",Cable Rear Delt Fly,3,15,14,
"Monday, March 9, 2026",Cable Rear Delt Fly,1,15,18,
"Monday, March 9, 2026",Cable Rear Delt Fly,2,15,18,
"Monday, March 9, 2026",Cable Rear Delt Fly,3,15,18,
"Monday, March 2, 2026",Cable Rear Delt Fly,1,15,18,
"Monday, March 2, 2026",Cable Rear Delt Fly,2,15,18,
"Monday, March 2, 2026",Cable Rear Delt Fly,3,15,18,
"Monday, February 23, 2026",Cable Rear Delt Fly,1,15,17,
"Monday, February 23, 2026",Cable Rear Delt Fly,2,15,17,
"Monday, February 23, 2026",Cable Rear Delt Fly,3,15,17,
"Friday, February 13, 2026",Cable Rear Delt Fly,1,15,17,
"Friday, February 13, 2026",Cable Rear Delt Fly,2,15,17,
"Friday, February 13, 2026",Cable Rear Delt Fly,3,15,17,
"Friday, February 6, 2026",Cable Rear Delt Fly,1,15,17,
"Friday, February 6, 2026",Cable Rear Delt Fly,2,15,17,
"Friday, February 6, 2026",Cable Rear Delt Fly,3,15,17,
"Friday, January 30, 2026",Cable Rear Delt Fly,1,15,17,
"Friday, January 30, 2026",Cable Rear Delt Fly,2,15,17,
"Friday, January 30, 2026",Cable Rear Delt Fly,3,15,17,
"Friday, January 23, 2026",Cable Rear Delt Fly,1,15,17,
"Friday, January 23, 2026",Cable Rear Delt Fly,2,15,17,
"Friday, January 23, 2026",Cable Rear Delt Fly,3,15,17,
"Friday, January 16, 2026",Cable Rear Delt Fly,1,15,17.5,
"Friday, January 16, 2026",Cable Rear Delt Fly,2,15,17.5,
"Friday, January 16, 2026",Cable Rear Delt Fly,3,15,17.5,
"Friday, January 9, 2026",Cable Rear Delt Fly,1,15,14,
"Friday, January 9, 2026",Cable Rear Delt Fly,2,15,15,
"Friday, January 9, 2026",Cable Rear Delt Fly,3,15,15,
"Friday, January 2, 2026",Cable Rear Delt Fly,1,15,14,
"Friday, January 2, 2026",Cable Rear Delt Fly,2,15,14,
"Friday, February 13, 2026",Copenhagen Plank,1,,,60s
"Friday, February 13, 2026",Copenhagen Plank,2,,,60s
"Tuesday, February 10, 2026",Copenhagen Plank,1,,,60s
"Tuesday, February 10, 2026",Copenhagen Plank,2,,,60s
"Friday, February 6, 2026",Copenhagen Plank,1,,,60s
"Friday, February 6, 2026",Copenhagen Plank,2,,,60s
"Tuesday, February 3, 2026",Copenhagen Plank,1,,,60s
"Tuesday, February 3, 2026",Copenhagen Plank,2,,,60s
"Friday, January 30, 2026",Copenhagen Plank,1,,,60s
"Friday, January 30, 2026",Copenhagen Plank,2,,,60s
"Tuesday, January 27, 2026",Copenhagen Plank,1,,,60s
"Tuesday, January 27, 2026",Copenhagen Plank,2,,,60s
"Friday, January 23, 2026",Copenhagen Plank,1,,,60s
"Friday, January 23, 2026",Copenhagen Plank,2,,,60s
"Tuesday, January 20, 2026",Copenhagen Plank,1,,,60s
"Tuesday, January 20, 2026",Copenhagen Plank,2,,,60s
"Friday, January 16, 2026",Copenhagen Plank,1,,,60s
"Friday, January 16, 2026",Copenhagen Plank,2,,,60s
"Tuesday, January 13, 2026",Copenhagen Plank,1,,,60s
"Tuesday, January 13, 2026",Copenhagen Plank,2,,,60s
"Friday, January 9, 2026",Copenhagen Plank,1,,,60s
"Friday, January 9, 2026",Copenhagen Plank,2,,,60s
"Tuesday, January 6, 2026",Copenhagen Plank,1,,,60s
"Tuesday, January 6, 2026",Copenhagen Plank,2,,,60s
"Friday, January 2, 2026",Copenhagen Plank,1,,,60s
"Friday, January 2, 2026",Copenhagen Plank,2,,,60s
"Tuesday, December 30, 2025",Copenhagen Plank,1,,,60s
"Tuesday, December 30, 2025",Copenhagen Plank,2,,,60s
"Tuesday, April 21, 2026",DB RDLs,1,8,184,
"Tuesday, April 21, 2026",DB RDLs,2,8,184,
"Tuesday, April 21, 2026",DB RDLs,3,8,184,
"Tuesday, April 14, 2026",DB RDLs,1,8,182,
"Tuesday, April 14, 2026",DB RDLs,2,8,182,
"Tuesday, April 14, 2026",DB RDLs,3,8,182,
"Thursday, April 2, 2026",DB RDLs,1,8,100,
"Thursday, April 2, 2026",DB RDLs,2,8,100,
"Thursday, April 2, 2026",DB RDLs,3,8,100,
"Thursday, March 19, 2026",DB RDLs,1,8,97,
"Thursday, March 19, 2026",DB RDLs,2,8,97,
"Thursday, March 19, 2026",DB RDLs,3,8,97,
"Thursday, March 12, 2026",DB RDLs,1,8,97,
"Thursday, March 12, 2026",DB RDLs,2,8,97,
"Thursday, March 12, 2026",DB RDLs,3,8,97,
"Thursday, March 5, 2026",DB RDLs,1,8,97,
"Thursday, March 5, 2026",DB RDLs,2,8,97,
"Thursday, March 5, 2026",DB RDLs,3,8,97,
"Thursday, February 26, 2026",DB RDLs,1,8,97,
"Thursday, February 26, 2026",DB RDLs,2,8,97,
"Thursday, February 26, 2026",DB RDLs,3,8,97,
"Thursday, February 19, 2026",DB RDLs,1,8,97,
"Thursday, February 19, 2026",DB RDLs,2,8,97,
"Thursday, February 19, 2026",DB RDLs,3,8,97,
"Monday, February 16, 2026",DB RDLs,1,10,100,
"Monday, February 16, 2026",DB RDLs,2,10,100,
"Friday, February 13, 2026",DB RDLs,1,12,140,
"Friday, February 13, 2026",DB RDLs,2,12,148,
"Tuesday, February 10, 2026",DB RDLs,1,8,160,
"Tuesday, February 10, 2026",DB RDLs,2,8,160,
"Tuesday, February 10, 2026",DB RDLs,3,8,164,
"Friday, February 6, 2026",DB RDLs,1,12,136,
"Friday, February 6, 2026",DB RDLs,2,12,138,
"Tuesday, February 3, 2026",DB RDLs,1,8,140,
"Tuesday, February 3, 2026",DB RDLs,2,8,150,
"Tuesday, February 3, 2026",DB RDLs,3,8,160,
"Friday, January 30, 2026",DB RDLs,1,12,132,
"Friday, January 30, 2026",DB RDLs,2,12,134,
"Tuesday, January 27, 2026",DB RDLs,1,8,130,
"Tuesday, January 27, 2026",DB RDLs,2,8,134,
"Tuesday, January 27, 2026",DB RDLs,3,8,136,
"Friday, January 23, 2026",DB RDLs,1,12,120,
"Friday, January 23, 2026",DB RDLs,2,12,130,
"Tuesday, January 20, 2026",DB RDLs,1,8,120,
"Tuesday, January 20, 2026",DB RDLs,2,8,126,
"Tuesday, January 20, 2026",DB RDLs,2,8,130,
"Friday, January 16, 2026",DB RDLs,1,12,100,
"Friday, January 16, 2026",DB RDLs,2,12,100,
"Tuesday, January 13, 2026",DB RDLs,1,8,185,
"Tuesday, January 13, 2026",DB RDLs,2,8,188,
"Tuesday, January 13, 2026",DB RDLs,2,8,190,
"Friday, January 9, 2026",DB RDLs,1,12,169,
"Friday, January 9, 2026",DB RDLs,2,12,169,
"Tuesday, January 6, 2026",DB RDLs,1,8,185,
"Tuesday, January 6, 2026",DB RDLs,2,8,185,
"Tuesday, January 6, 2026",DB RDLs,3,8,185,
"Friday, January 2, 2026",DB RDLs,1,12,100,
"Friday, January 2, 2026",DB RDLs,2,12,100,
"Tuesday, December 30, 2025",DB RDLs,1,8,182,
"Tuesday, December 30, 2025",DB RDLs,2,8,184,
"Tuesday, December 30, 2025",DB RDLs,3,8,185,
"Friday, December 26, 2025",DB RDLs,1,12,100,
"Friday, December 26, 2025",DB RDLs,2,12,100,
"Tuesday, December 23, 2025",DB RDLs,1,8,178,
"Tuesday, December 23, 2025",DB RDLs,2,8,180,
"Tuesday, December 23, 2025",DB RDLs,3,8,182,
"Friday, December 19, 2025",DB RDLs,1,12,161,
"Friday, December 19, 2025",DB RDLs,2,12,162,
"Tuesday, December 16, 2025",DB RDLs,1,8,174,
"Tuesday, December 16, 2025",DB RDLs,2,8,176,
"Tuesday, December 16, 2025",DB RDLs,3,8,178,
"Friday, December 12, 2025",DB RDLs,1,12,160,
"Friday, December 12, 2025",DB RDLs,2,12,160,
"Tuesday, December 9, 2025",DB RDLs,1,8,168,
"Tuesday, December 9, 2025",DB RDLs,2,8,170,
"Tuesday, December 9, 2025",DB RDLs,3,8,172,
"Friday, December 5, 2025",DB RDLs,1,12,158,
"Friday, December 5, 2025",DB RDLs,2,12,158,
"Tuesday, December 2, 2025",DB RDLs,1,8,164,
"Tuesday, December 2, 2025",DB RDLs,2,8,166,
"Tuesday, December 2, 2025",DB RDLs,3,8,168,
"Tuesday, November 25, 2025",DB RDLs,1,8,140,
"Tuesday, November 25, 2025",DB RDLs,2,8,140,
"Tuesday, November 25, 2025",DB RDLs,3,8,140,
"Friday, November 21, 2025",DB RDLs,1,12,154,
"Friday, November 21, 2025",DB RDLs,2,12,162,
"Tuesday, November 18, 2025",DB RDLs,1,8,176,
"Tuesday, November 18, 2025",DB RDLs,2,8,160,
"Tuesday, November 18, 2025",DB RDLs,3,8,162,
"Friday, November 14, 2025",DB RDLs,1,12,154,
"Friday, November 14, 2025",DB RDLs,2,12,156,
"Tuesday, November 11, 2025",DB RDLs,1,8,150,
"Tuesday, November 11, 2025",DB RDLs,2,8,152,
"Tuesday, November 11, 2025",DB RDLs,3,8,154,
"Friday, November 7, 2025",DB RDLs,1,12,148,
"Friday, November 7, 2025",DB RDLs,2,12,150,
"Tuesday, November 4, 2025",DB RDLs,1,8,140,
"Tuesday, November 4, 2025",DB RDLs,2,8,144,
"Tuesday, November 4, 2025",DB RDLs,3,8,148,
"Friday, October 31, 2025",DB RDLs,1,12,136,
"Friday, October 31, 2025",DB RDLs,2,12,138,
"Tuesday, October 28, 2025",DB RDLs,1,8,132,
"Tuesday, October 28, 2025",DB RDLs,2,8,134,
"Tuesday, October 28, 2025",DB RDLs,3,8,136,
"Friday, October 24, 2025",DB RDLs,1,12,104,
"Friday, October 24, 2025",DB RDLs,2,12,108,
"Tuesday, October 21, 2025",DB RDLs,1,8,128,
"Tuesday, October 21, 2025",DB BDLs,2,8,130,
"Tuesday, October 21, 2025",DB RDLs,3,8,132,
"Friday, October 17, 2025",DB RDLs,1,12,50,
"Friday, October 17, 2025",DB RDLs,2,12,50,
"Tuesday, October 14, 2025",DB RDLs,1,8,128,
"Tuesday, October 14, 2025",DB RDLs,2,8,128,
"Tuesday, October 14, 2025",DB RDLs,3,8,128,
"Friday, October 10, 2025",DB RDLs,1,12,57,
"Friday, October 10, 2025",DB RDLs,2,12,57,
"Tuesday, October 7, 2025",DB RDLs,1,8,102,
"Tuesday, October 7, 2025",DB RDLs,2,8,108,
"Tuesday, October 7, 2025",DB RDLs,3,8,114,
"Tuesday, December 23, 2025",Double Leg Glute Bridge,1,15,,
"Tuesday, December 23, 2025",Double Leg Glute Bridge,2,15,,
"Tuesday, December 23, 2025",Double Leg Glute Bridge,3,15,,
"Tuesday, December 16, 2025",Double Leg Glute Bridge,1,15,,
"Tuesday, December 16, 2025",Double Leg Glute Bridge,2,15,,
"Tuesday, December 16, 2025",Double Leg Glute Bridge,3,15,,
"Tuesday, December 9, 2025",Double Leg Glute Bridge,1,15,,
"Tuesday, December 9, 2025",Double Leg Glute Bridge,2,15,,
"Tuesday, December 9, 2025",Double Leg Glute Bridge,3,15,,
"Tuesday, December 2, 2025",Double Leg Glute Bridge,1,15,,
"Tuesday, December 2, 2025",Double Leg Glute Bridge,2,15,,
"Tuesday, December 2, 2025",Double Leg Glute Bridge,3,15,,
"Monday, April 20, 2026",EZ Bar Curls,1,15,40,
"Monday, April 20, 2026",EZ Bar Curls,2,15,40,
"Monday, April 13, 2026",EZ Bar Curls,1,15,40,
"Monday, April 13, 2026",EZ Bar Curls,2,15,40,
"Tuesday, March 31, 2026",EZ Bar Curls,1,15,45,
"Tuesday, March 31, 2026",EZ Bar Curls,2,15,45,
"Tuesday, March 31, 2026",EZ Bar Curls,3,15,37,
"Tuesday, March 17, 2026",EZ Bar Curls,1,15,38,
"Tuesday, March 10, 2026",EZ Bar Curls,1,15,47,
"Tuesday, March 10, 2026",EZ Bar Curls,2,15,42,
"Tuesday, March 3, 2026",EZ Bar Curls,1,15,45,
"Tuesday, March 3, 2026",EZ Bar Curls,2,15,45,
"Tuesday, February 24, 2026",EZ Bar Curls,1,15,45,
"Tuesday, February 24, 2026",EZ Bar Curls,2,15,45,
"Tuesday, February 17, 2026",EZ Bar Curls,1,15,38,
"Monday, February 9, 2026",EZ Bar Curls,1,15,33,
"Monday, February 9, 2026",EZ Bar Curls,2,15,47,
"Monday, February 9, 2026",EZ Bar Curls,3,15,47,
"Monday, February 9, 2026",EZ Bar Curls,4,15,47,
"Monday, February 2, 2026",EZ Bar Curls,1,15,47,
"Monday, February 2, 2026",EZ Bar Curls,2,15,47,
"Monday, February 2, 2026",EZ Bar Curls,3,15,47,
"Monday, January 26, 2026",EZ Bar Curls,1,15,47,
"Monday, January 26, 2026",EZ Bar Curls,2,15,47,
"Monday, January 19, 2026",EZ Bar Curls,1,15,46,
"Monday, January 19, 2026",EZ Bar Curls,2,15,47,
"Monday, January 12, 2026",EZ Bar Curls,1,15,46,
"Monday, January 12, 2026",EZ Bar Curls,2,15,46,
"Monday, January 5, 2026",EZ Bar Curls,1,15,45,
"Monday, January 5, 2026",EZ Bar Curls,2,15,46,
"Monday, December 29, 2025",EZ Bar Curls,1,15,45,
"Monday, December 29, 2025",EZ Bar Curls,2,15,45,
"Tuesday, April 21, 2026",Face Pulls - Rear Delt,1,15,52,
"Tuesday, April 21, 2026",Face Pulls - Rear Delt,2,15,52,
"Tuesday, April 14, 2026",Face Pulls - Rear Delt,1,15,51,
"Tuesday, April 14, 2026",Face Pulls - Rear Delt,2,15,51,
"Thursday, April 2, 2026",Face Pulls - Rear Delt,1,15,50,
"Thursday, April 2, 2026",Face Pulls - Rear Delt,2,15,50,
"Thursday, March 19, 2026",Face Pulls - Rear Delt,1,15,51,
"Thursday, March 19, 2026",Face Pulls - Rear Delt,2,15,51,
"Thursday, March 12, 2026",Face Pulls - Rear Delt,1,15,49,
"Thursday, March 12, 2026",Face Pulls - Rear Delt,2,15,51,
"Thursday, March 5, 2026",Face Pulls - Rear Delt,1,15,53,
"Thursday, March 5, 2026",Face Pulls - Rear Delt,2,15,54,
"Thursday, February 26, 2026",Face Pulls - Rear Delt,1,15,51,
"Thursday, February 26, 2026",Face Pulls - Rear Delt,2,15,52,
"Monday, January 19, 2026",Face Pulls - Rear Delt,1,15,50,
"Monday, January 19, 2026",Face Pulls - Rear Delt,2,15,50,
"Tuesday, February 10, 2026",Face Pulls - Rear Delt,1,15,44,
"Tuesday, February 10, 2026",Face Pulls - Rear Delt,2,15,45,
"Tuesday, February 3, 2026",Face Pulls - Rear Delt,1,15,42,
"Tuesday, February 3, 2026",Face Pulls - Rear Delt,2,15,43,
"Tuesday, January 27, 2026",Face Pulls - Rear Delt,1,15,40,
"Tuesday, January 27, 2026",Face Pulls - Rear Delt,2,15,42,
"Tuesday, January 20, 2026",Face Pulls - Rear Delt,1,15,38,
"Tuesday, January 20, 2026",Face Pulls - Rear Delt,2,15,40,
"Tuesday, January 13, 2026",Face Pulls - Rear Delt,1,15,35,
"Tuesday, January 13, 2026",Face Pulls - Rear Delt,2,15,38,
"Tuesday, January 6, 2026",Face Pulls - Rear Delt,1,15,33,
"Tuesday, January 6, 2026",Face Pulls - Rear Delt,2,15,35,
"Tuesday, December 30, 2025",Face Pulls - Rear Delt,1,15,31,
"Tuesday, December 30, 2025",Face Pulls - Rear Delt,2,15,33,
"Tuesday, December 23, 2025",Forearm Plank,1,,0,60
"Tuesday, December 23, 2025",Forearm Plank,2,,0,60
"Monday, December 22, 2025",Forearm Plank,1,,0,60
"Monday, December 22, 2025",Forearm Plank,2,,0,60
"Tuesday, December 16, 2025",Forearm Plank,1,,0,60
"Tuesday, December 16, 2025",Forearm Plank,2,,0,60
"Monday, December 15, 2025",Forearm Plank,1,,0,60
"Monday, December 15, 2025",Forearm Plank,2,,0,60
"Tuesday, December 9, 2025",Forearm Plank,1,,0,60
"Tuesday, December 9, 2025",Forearm Plank,2,,0,60
"Monday, December 8, 2025",Forearm Plank,1,,0,60
"Monday, December 8, 2025",Forearm Plank,2,,0,60
"Tuesday, December 2, 2025",Forearm Plank,1,,0,60
"Tuesday, December 2, 2025",Forearm Plank,2,,0,60
"Monday, December 1, 2025",Forearm Plank,1,,0,60
"Monday, December 1, 2025",Forearm Plank,2,,0,60
"Monday, October 27, 2025",Forearm Plank,1,,0,60
"Monday, October 27, 2025",Forearm Plank,2,,0,60
"Monday, October 20, 2025",Forearm Plank,1,,0,60
"Monday, October 20, 2025",Forearm Plank,2,,0,60
"Monday, October 13, 2025",Forearm Plank,1,,0,60
"Monday, October 13, 2025",Forearm Plank,2,,0,60
"Monday, October 6, 2025",Forearm Plank,1,,0,60
"Monday, October 6, 2025",Forearm Plank,2,,0,60
"Thursday, April 23, 2026",Incline DB Press,1,12,90,
"Thursday, April 23, 2026",Incline DB Press,2,12,90,
